imports,buldingtime,installtime,created,started,finished,import.start,import.stop,run1.created,run1.started,run1.finished,run1.import.start,run1.import.stop,run2.created,run2.started,run2.finished,run2.import.start,run2.import.stop,run3.created,run3.started,run3.finished,run3.import.start,run3.import.stop,run4.created,run4.started,run4.finished,run4.import.start,run4.import.stop,run5.created,run5.started,run5.finished,run5.import.start,run5.import.stop
argparse,11.2,6,2024-04-11T16:23:27.880444684Z,2024-04-11T16:23:30.08265954Z,2024-04-11T16:23:31.299063758Z,2024-04-11T16:23:30.243657576Z,2024-04-11T16:23:30.285561701Z,2024-04-11T16:23:32.118845482Z,2024-04-11T16:23:32.791457648Z,2024-04-11T16:23:33.825627105Z,2024-04-11T16:23:32.811509959Z,2024-04-11T16:23:32.816977259Z,2024-04-11T16:23:34.392586232Z,2024-04-11T16:23:35.114225132Z,2024-04-11T16:23:36.148367406Z,2024-04-11T16:23:35.128182722Z,2024-04-11T16:23:35.139487568Z,2024-04-11T16:23:36.717870265Z,2024-04-11T16:23:37.885186005Z,2024-04-11T16:23:38.919433827Z,2024-04-11T16:23:37.900384144Z,2024-04-11T16:23:37.910764649Z,2024-04-11T16:23:39.544448143Z,2024-04-11T16:23:40.402207401Z,2024-04-11T16:23:41.435024278Z,2024-04-11T16:23:40.415793436Z,2024-04-11T16:23:40.427255968Z,2024-04-11T16:23:42.107375537Z,2024-04-11T16:23:42.769825991Z,2024-04-11T16:23:43.803695595Z,2024-04-11T16:23:42.782923171Z,2024-04-11T16:23:42.794170885Z
clean,7.9,5.4,2024-04-11T16:57:11.84691972Z,2024-04-11T16:57:13.753138366Z,2024-04-11T16:57:14.917997089Z,2024-04-11T16:57:13.900522177Z,2024-04-11T16:57:13.906441074Z,2024-04-11T16:57:15.481491386Z,2024-04-11T16:57:16.04017368Z,2024-04-11T16:57:17.059423493Z,2024-04-11T16:57:16.053243522Z,2024-04-11T16:57:16.053627617Z,2024-04-11T16:57:17.553049286Z,2024-04-11T16:57:18.181688202Z,2024-04-11T16:57:19.201739273Z,2024-04-11T16:57:18.194795799Z,2024-04-11T16:57:18.195144926Z,2024-04-11T16:57:19.663952267Z,2024-04-11T16:57:20.271770105Z,2024-04-11T16:57:21.292838096Z,2024-04-11T16:57:20.285966772Z,2024-04-11T16:57:20.286378170Z,2024-04-11T16:57:21.771861375Z,2024-04-11T16:57:22.301531846Z,2024-04-11T16:57:23.321946269Z,2024-04-11T16:57:22.314412079Z,2024-04-11T16:57:22.314814324Z,2024-04-11T16:57:23.858767153Z,2024-04-11T16:57:24.431176172Z,2024-04-11T16:57:25.452323669Z,2024-04-11T16:57:24.445566036Z,2024-04-11T16:57:24.445868886Z
collections,4.3,-1,2024-04-11T16:18:32.148962891Z,2024-04-11T16:18:35.365000277Z,2024-04-11T16:18:36.753032939Z,2024-04-11T16:18:35.686602374Z,2024-04-11T16:18:35.740537469Z,2024-04-11T16:18:37.306467498Z,2024-04-11T16:18:38.063369214Z,2024-04-11T16:18:39.118451405Z,2024-04-11T16:18:38.093225916Z,2024-04-11T16:18:38.110132266Z,2024-04-11T16:18:39.677595935Z,2024-04-11T16:18:40.71428315Z,2024-04-11T16:18:41.777243961Z,2024-04-11T16:18:40.751268454Z,2024-04-11T16:18:40.768864554Z,2024-04-11T16:18:42.363351779Z,2024-04-11T16:18:43.172198135Z,2024-04-11T16:18:44.224737163Z,2024-04-11T16:18:43.200565005Z,2024-04-11T16:18:43.217576823Z,2024-04-11T16:18:44.890465183Z,2024-04-11T16:18:45.655041147Z,2024-04-11T16:18:46.711061537Z,2024-04-11T16:18:45.685658741Z,2024-04-11T16:18:45.702990855Z,2024-04-11T16:18:47.261650737Z,2024-04-11T16:18:47.927695645Z,2024-04-11T16:18:48.982712692Z,2024-04-11T16:18:47.957538521Z,2024-04-11T16:18:47.974987015Z
colmena,16.8,13.7,2024-04-11T17:09:01.465397243Z,2024-04-11T17:09:03.303327715Z,2024-04-11T17:09:04.475306688Z,2024-04-11T17:09:03.458466118Z,2024-04-11T17:09:03.464450114Z,2024-04-11T17:09:04.991626662Z,2024-04-11T17:09:05.602852525Z,2024-04-11T17:09:06.623336663Z,2024-04-11T17:09:05.615563603Z,2024-04-11T17:09:05.616119649Z,2024-04-11T17:09:07.158575694Z,2024-04-11T17:09:07.670222992Z,2024-04-11T17:09:08.69076394Z,2024-04-11T17:09:07.684023434Z,2024-04-11T17:09:07.684393714Z,2024-04-11T17:09:09.201630575Z,2024-04-11T17:09:09.789965129Z,2024-04-11T17:09:10.81097467Z,2024-04-11T17:09:09.803841018Z,2024-04-11T17:09:09.804437685Z,2024-04-11T17:09:11.324247671Z,2024-04-11T17:09:11.883222462Z,2024-04-11T17:09:12.904760649Z,2024-04-11T17:09:11.896728866Z,2024-04-11T17:09:11.897230635Z,2024-04-11T17:09:13.353495689Z,2024-04-11T17:09:13.956804604Z,2024-04-11T17:09:14.977093679Z,2024-04-11T17:09:13.970007865Z,2024-04-11T17:09:13.970492968Z
common,10.2,7.1,2024-04-11T17:10:34.053707523Z,2024-04-11T17:10:36.089571182Z,2024-04-11T17:10:37.254292084Z,2024-04-11T17:10:36.237088100Z,2024-04-11T17:10:36.243276307Z,2024-04-11T17:10:37.807099658Z,2024-04-11T17:10:38.40046664Z,2024-04-11T17:10:39.421749404Z,2024-04-11T17:10:38.413870584Z,2024-04-11T17:10:38.414203615Z,2024-04-11T17:10:39.860841399Z,2024-04-11T17:10:40.433538439Z,2024-04-11T17:10:41.454007038Z,2024-04-11T17:10:40.446765438Z,2024-04-11T17:10:40.447089622Z,2024-04-11T17:10:41.924175651Z,2024-04-11T17:10:42.434679403Z,2024-04-11T17:10:43.454070286Z,2024-04-11T17:10:42.446618044Z,2024-04-11T17:10:42.446966109Z,2024-04-11T17:10:43.913221147Z,2024-04-11T17:10:44.45874961Z,2024-04-11T17:10:45.479064643Z,2024-04-11T17:10:44.472320084Z,2024-04-11T17:10:44.472650644Z,2024-04-11T17:10:45.912444496Z,2024-04-11T17:10:46.481828938Z,2024-04-11T17:10:47.502312979Z,2024-04-11T17:10:46.494774835Z,2024-04-11T17:10:46.495090138Z
copy,2.9,-1,2024-04-11T16:20:01.319691293Z,2024-04-11T16:20:03.743930415Z,2024-04-11T16:20:04.968201006Z,2024-04-11T16:20:03.933052818Z,2024-04-11T16:20:03.953570083Z,2024-04-11T16:20:05.564843306Z,2024-04-11T16:20:06.268469524Z,2024-04-11T16:20:07.319230776Z,2024-04-11T16:20:06.298230070Z,2024-04-11T16:20:06.311109244Z,2024-04-11T16:20:07.912140964Z,2024-04-11T16:20:08.787386076Z,2024-04-11T16:20:09.845375154Z,2024-04-11T16:20:08.824794406Z,2024-04-11T16:20:08.837525525Z,2024-04-11T16:20:10.475172341Z,2024-04-11T16:20:11.256093798Z,2024-04-11T16:20:12.312869042Z,2024-04-11T16:20:11.291698086Z,2024-04-11T16:20:11.304740842Z,2024-04-11T16:20:12.91258104Z,2024-04-11T16:20:13.695642099Z,2024-04-11T16:20:14.746569476Z,2024-04-11T16:20:13.726740319Z,2024-04-11T16:20:13.739294025Z,2024-04-11T16:20:15.284059243Z,2024-04-11T16:20:16.108714703Z,2024-04-11T16:20:17.15919566Z,2024-04-11T16:20:16.138813219Z,2024-04-11T16:20:16.151564667Z
csv,5.3,-1,2024-04-11T16:29:06.796492985Z,2024-04-11T16:29:10.108252471Z,2024-04-11T16:29:11.377469826Z,2024-04-11T16:29:10.267305850Z,2024-04-11T16:29:10.362731515Z,2024-04-11T16:29:11.951099457Z,2024-04-11T16:29:12.781917292Z,2024-04-11T16:29:13.880476163Z,2024-04-11T16:29:12.811861856Z,2024-04-11T16:29:12.871339872Z,2024-04-11T16:29:14.652838984Z,2024-04-11T16:29:15.34390706Z,2024-04-11T16:29:16.444609743Z,2024-04-11T16:29:15.373522518Z,2024-04-11T16:29:15.435302691Z,2024-04-11T16:29:17.06880084Z,2024-04-11T16:29:17.855824953Z,2024-04-11T16:29:18.955446012Z,2024-04-11T16:29:17.879522375Z,2024-04-11T16:29:17.945820177Z,2024-04-11T16:29:19.57921509Z,2024-04-11T16:29:20.328677212Z,2024-04-11T16:29:21.429123681Z,2024-04-11T16:29:20.360118073Z,2024-04-11T16:29:20.420735622Z,2024-04-11T16:29:22.014123109Z,2024-04-11T16:29:22.893839654Z,2024-04-11T16:29:24.006673626Z,2024-04-11T16:29:22.936610477Z,2024-04-11T16:29:22.996965160Z
cv2,152.6,13.4,2024-04-11T16:52:07.670036605Z,2024-04-11T16:52:09.880638852Z,2024-04-11T16:52:12.911913051Z,2024-04-11T16:52:10.093591770Z,2024-04-11T16:52:11.771038227Z,2024-04-11T16:52:13.442764664Z,2024-04-11T16:52:14.122557021Z,2024-04-11T16:52:15.324240869Z,2024-04-11T16:52:14.135240762Z,2024-04-11T16:52:14.290554614Z,2024-04-11T16:52:15.793891172Z,2024-04-11T16:52:16.355353645Z,2024-04-11T16:52:17.557460301Z,2024-04-11T16:52:16.372341052Z,2024-04-11T16:52:16.523593003Z,2024-04-11T16:52:18.108129804Z,2024-04-11T16:52:18.757393145Z,2024-04-11T16:52:19.96007904Z,2024-04-11T16:52:18.770185989Z,2024-04-11T16:52:18.927234590Z,2024-04-11T16:52:20.390283008Z,2024-04-11T16:52:21.046522592Z,2024-04-11T16:52:22.249167362Z,2024-04-11T16:52:21.059867752Z,2024-04-11T16:52:21.215464773Z,2024-04-11T16:52:22.709729197Z,2024-04-11T16:52:23.315918501Z,2024-04-11T16:52:24.530636696Z,2024-04-11T16:52:23.328810249Z,2024-04-11T16:52:23.499108312Z
data,8.9,6.4,2024-04-11T17:11:01.236981863Z,2024-04-11T17:11:03.036625732Z,2024-04-11T17:11:04.32078664Z,2024-04-11T17:11:03.189526329Z,2024-04-11T17:11:03.309718091Z,2024-04-11T17:11:04.802212935Z,2024-04-11T17:11:05.442087519Z,2024-04-11T17:11:06.487703812Z,2024-04-11T17:11:05.457019619Z,2024-04-11T17:11:05.477562400Z,2024-04-11T17:11:06.941657246Z,2024-04-11T17:11:07.489601888Z,2024-04-11T17:11:08.533519619Z,2024-04-11T17:11:07.502880151Z,2024-04-11T17:11:07.523276057Z,2024-04-11T17:11:09.04904317Z,2024-04-11T17:11:09.760779285Z,2024-04-11T17:11:10.805886696Z,2024-04-11T17:11:09.775128536Z,2024-04-11T17:11:09.795705513Z,2024-04-11T17:11:11.328489781Z,2024-04-11T17:11:11.88281872Z,2024-04-11T17:11:12.928361818Z,2024-04-11T17:11:11.896512985Z,2024-04-11T17:11:11.917551706Z,2024-04-11T17:11:13.361412446Z,2024-04-11T17:11:13.962246092Z,2024-04-11T17:11:15.008304363Z,2024-04-11T17:11:13.977273899Z,2024-04-11T17:11:13.997721842Z
datacite,13.7,9.4,2024-04-11T16:26:33.954869317Z,2024-04-11T16:26:36.546423528Z,2024-04-11T16:26:38.852240887Z,2024-04-11T16:26:36.745059914Z,2024-04-11T16:26:37.816561203Z,2024-04-11T16:26:39.448929274Z,2024-04-11T16:26:40.119814711Z,2024-04-11T16:26:41.320734695Z,2024-04-11T16:26:40.133666665Z,2024-04-11T16:26:40.290763610Z,2024-04-11T16:26:42.102567144Z,2024-04-11T16:26:42.936428364Z,2024-04-11T16:26:44.142734657Z,2024-04-11T16:26:42.950255649Z,2024-04-11T16:26:43.110885989Z,2024-04-11T16:26:44.902010298Z,2024-04-11T16:26:45.599340352Z,2024-04-11T16:26:46.800872253Z,2024-04-11T16:26:45.615646254Z,2024-04-11T16:26:45.770961721Z,2024-04-11T16:26:47.666074521Z,2024-04-11T16:26:48.430517644Z,2024-04-11T16:26:49.63068847Z,2024-04-11T16:26:48.443817283Z,2024-04-11T16:26:48.600973873Z,2024-04-11T16:26:50.255411272Z,2024-04-11T16:26:50.90918408Z,2024-04-11T16:26:52.109096678Z,2024-04-11T16:26:50.922971407Z,2024-04-11T16:26:51.079499328Z
