,task_uuid,user_id,endpoint_uuid,received,func4.name,executiontime,imports,Cluster,buldingtime,installtime,starttime,dockertime,importtime,starttime1,starttime2,starttime3,starttime4,starttime5,dockertime1,dockertime2,dockertime3,dockertime4,dockertime5,importtime1,importtime2,importtime3,importtime4,importtime5
1109608,2dda391f-cb85-4e2f-8ae7-c9c603a821dd,458.0,396e6fd2-ed3d-4e84-b7a6-b8bc7d98d230,1.6695966095437036e+18,296-04-tar.py,0.0021,os;pathlib;tarfile,Sci: Instruments,8.219999999999999,5.13,2.5501099006,1.3359616778,0.08663423830000001,0.7208347502,0.7401536757999999,0.6828710518000001,0.7062532009000001,0.6600967233999999,1.0479078925999998,1.0475655459,1.0478717992,1.0480775052,1.0477294124000003,0.015907532000000002,0.0157199991,0.0164559931,0.016295012200000004,0.015129767800000003
1109630,ac3f3e5e-aeff-4236-a3a5-223dcf00aba4,458.0,396e6fd2-ed3d-4e84-b7a6-b8bc7d98d230,1.6695978855475825e+18,296-04-tar.py,0.0017,os;pathlib;tarfile,Sci: Instruments,8.219999999999999,5.13,2.5501099006,1.3359616778,0.08663423830000001,0.7208347502,0.7401536757999999,0.6828710518000001,0.7062532009000001,0.6600967233999999,1.0479078925999998,1.0475655459,1.0478717992,1.0480775052,1.0477294124000003,0.015907532000000002,0.0157199991,0.0164559931,0.016295012200000004,0.015129767800000003
1109604,1347620d-56a1-4d30-b8d3-32ded9e08b47,458.0,396e6fd2-ed3d-4e84-b7a6-b8bc7d98d230,1.6695983923634314e+18,296-04-tar.py,0.002,os;pathlib;tarfile,Sci: Instruments,8.219999999999999,5.13,2.5501099006,1.3359616778,0.08663423830000001,0.7208347502,0.7401536757999999,0.6828710518000001,0.7062532009000001,0.6600967233999999,1.0479078925999998,1.0475655459,1.0478717992,1.0480775052,1.0477294124000003,0.015907532000000002,0.0157199991,0.0164559931,0.016295012200000004,0.015129767800000003
