Package,Count
Flask-Cors,16
onnx,16
iterative-stratification,16
maggma,16
dash-katex,16
plotly~,16
requests_html,16
cltk,16
beakerx,16
ccxt,16
ipydagred3,16
tensorflow-metadata,16
pyBigWig,16
pyro-ppl,16
parsley,16
odictliteral,16
update,16
diskcache,16
py-lru-cache,16
nb_black,16
sklearn_crfsuite,16
ipypb,16
flair,16
datalad,16
exifread,16
scipy!,16
fbpca,16
prefect,16
pgljupyter,16
gapminder,16
keras-vggface,16
pandas-fpl,16
labelImg,16
ConfigArgParse,16
logzero,16
dvc,16
grpcio-tools,16
tabula-py,16
MechanicalSoup,16
webdriver-manager,16
box2d-py,16
pyFTS,16
networkx~,16
pyerfa,16
httpcore,16
bio,16
ax-platform,16
pyloudnorm,16
handcalcs,16
statsmodels~,16
geetools,16
hcrystalball,16
jupyterlab-iframe,16
threaded-buffered-pipeline,16
lckr-jupyterlab-variableinspector,16
spectate,16
Grid2Op,15
gcsfs,15
pypdf2,15
osfclient,15
fileupload,15
bandit,15
gmsh,15
qrcode,15
youtube_dl,15
scooby,15
uuid,15
jieba3k,15
qutip,15
piexif,15
poetry,15
scs,15
hist,15
ggplot,15
jsonpath_ng,15
ipyregulartable,15
logomaker,15
csbdeep,15
clustergrammer_widget,15
datasette-json-html,15
datasette-media,15
msgpack-numpy,15
GetOldTweets3,15
dictdiffer,15
oktopus,15
scikit-hep,15
wand,15
unittest2,15
batman-package,15
parsl,15
cortix,15
mdtraj,15
pygmsh,15
sap-document-classification-client,15
spacy-stanza,15
gymatari,15
pooch,15
dnaplotlib,15
simplesbml,15
mortgage,15
dulwich,15
aerosandbox,15
dbnomics,15
bestiapop,15
scikit-bio,15
GPSPhoto,15
pyace-lite,15
mpl_interactions,15
jsonpath-ng,14
stumpy,14
rio-l8qa,14
vincent,14
twitter,14
julian,14
Flask-Login,14
public,14
python-git-info,14
django-plotly-dash,14
dpd-components,14
world_bank_data,14
clevercsv,14
versioneer,14
anndata2ri,14
erddapy,14
imjoy-elfinderjupyter,14
apipkg,14
execnet,14
blosc,14
pyDOE,14
dash-bio,14
dash-cytoscape,14
molmass,14
Deprecated,14
simpleeval,14
ipymol,14
yabox,14
constantly,14
hyperlink,14
incremental,14
robotframework,14
pdfminer,14
twython,14
pysqlite3,14
loompy,14
pyinstrument,14
num2words,14
ws4py,14
giddy,14
imageio-ffmpeg,14
pyshacl,14
cellrank,14
louvain!,14
pytest-notebook,14
vapeplot,14
flask-cors,14
lavavu,14
chromedriver_binary,14
census-data-downloader,14
coq-jupyter,14
bz2file,14
widget_periodictable~,14
datasets,14
voluptuous,14
web3,14
pyomexmeta,14
deepdish,14
Pattern,14
spicy,14
version_information,14
grandalf,14
abtem,14
interpret-communityvisualization,14
functools32,14
spacy-lookups-data,14
spacy-transformers,14
torchcontrib,14
jp_proxy_widget,14
unum,14
cachey,14
Scipy,14
okada_wrapper,14
mocpy,14
camelot-pycv,14
root_numpy,14
python_speech_features,14
oceansdb,14
asciitree,14
gaiadr3-zeropoint,14
mdit-py-plugins,14
python-daemon,14
executing,14
ffprobe,14
ipydatagrid,14
keras-nightly,14
PyQt5-Qt5,14
logger,14
npm,14
backtrader,13
tpot,13
landsat578,13
dash-antd-components,13
octave_kernel,13
pypandoc,13
get,13
query-string,13
jupyter_plotly_dash,13
torch-cluster,13
torch-geometric,13
torch-scatter,13
torch-sparse,13
twarc,13
ndlib,13
chspy,13
pdoc3,13
youtube-dl,13
sphinxcontrib-apidoc,13
testfixtures,13
yapsy,13
cchardet,13
cdlib,13
pyopenssl,13
tushare,13
jupyterlab_hdf,13
pynput,13
Twisted,13
jupyter-starters,13
praat-parselmouth,13
l2rpn-baselines,13
dython,13
matplotlib_scalebar,13
anvil-uplink,13
yamlordereddictloader,13
xmlx,13
isoweek,13
html2text,13
Wand,13
markdown2,13
SchemDraw,13
simplification,13
cairocffi,13
service-identity,13
ratelim,13
IPythonall,13
interpret-text,13
qiskit-ibmq-provider,13
aiohttp-sse-client,13
pip-review,13
gpmap,13
lunardate,13
cachecontrolfilecache~,13
captum,13
ptitprince,13
elevation,13
dominate,13
pandas_ta,13
cabinetrycontrib,13
openslide-python,13
PyMuPDF,13
PySimpleGUI,13
jsonpatch,13
databroker,13
fury,13
bagit,13
tf-estimator-nightly,13
ffmpy,13
isapi_wsgi,13
mpl-utils,13
mpl4qt,13
mpl-tools,13
py-dateutil,13
runtime,13
cv_utils,13
cv2studio,13
smop,13
syspath,13
voila-materialscloud-template,13
yaqd-control,13
yaqc,13
yaqd-fakes,13
git-lfs,13
mdanalysis,13
jupyter-book~,13
pandas_bokeh,13
umap,13
pypairix,13
scirpy,13
easyvvuq,13
jupyterlab-link-share,13
atpublic,13
flatten-dict,13
flufl.lock,13
mailchecker,13
nanotime,13
python-benedict,13
python-fsutil,13
shtab,13
zc.lockfile,13
Markdown-Editor,13
tornado-proxy-handlers,13
Jupyter,13
cmcrameri,13
sas2nb,13
kensu,13
esprima,13
whoosh,12
fake-useragent,12
pyquery,12
currencyconverter,12
ete3,12
post,12
os,12
requests_cache,12
mrc,12
pythran,12
nitime,12
flake8-isort,12
livereload,12
mkdocstrings,12
sip,12
planet,12
dash-extensions,12
modin,12
restart,12
restart_datasets,12
robotframework-seleniumlibrary,12
pickle5,12
pycld2,12
pytest-pylint,12
scikit_image,12
immutables,12
pytest-html,12
reproject,12
pyEX,12
dtw-python,12
importnb,12
pyserial,12
fitparse,12
nwbwidgets,12
ee,12
openrefine-client,12
tensorflow-privacy,12
ncbi-datasets-pylib,12
quadprog,12
nxpd,12
jupyterlab_github,12
parslmonitoring,12
cppyy,12
pyomo,12
python-pptx,12
pynormaliz,12
sage-package,12
psychrolib,12
pyhht,12
rio_color,12
kvxopt,12
robust-selection,12
glmnet,12
funcx,12
xlutils,12
django-bootstrap4,12
dpd-static-support,12
pyforest,12
ibis-frameworkmysql,12
nimare,12
hyperdash,12
pyscores2,12
shipflowmotionshelpers,12
malariagen_data,12
cinemasci,12
gnssrefl,12
sc-kernel,12
DBRetina,12
asr-evaluation,12
deepspeech-gpu,12
edit-distance,12
mdanalysistests,12
OpenNMT-tf,12
parse,11
asyncio,11
zope.event,11
pymanopt,11
hide-code,11
myqlm,11
blackcellmagic,11
ptpython,11
earthpy,11
JupyterLab,11
toree,11
pytorch-lightning,11
clyent,11
menuinst,11
navigator-updater,11
xlwings,11
SpeechRecognition,11
libsodium,11
mkdocs-material-extensions,11
spatialmath-python,11
ansitable,11
jupyter_latex_envs,11
altair_saver,11
geojsonio,11
dask-ml,11
metaflow,11
pydgrid,11
CairoSVG,11
RESTinstance,11
robotframework-faker,11
sphinx-markdown-tables,11
QuantLib-Python,11
pikepdf,11
parsel,11
keyrings.alt,11
scikit-misc,11
eo-learn,11
backports.os,11
fireworks,11
scikit-allel,11
pydataset,11
jsonpath-rw,11
random,11
geomet,11
jupyterlab-nbconvert-nocode,11
tributary,11
jupyterlab-templates,11
jsonref,11
rfc3987,11
flashtext,11
dedupe,11
nameparser,11
qiskit-chemistry,11
bioservices,11
wrattler-python-service,11
wrattler-data-store,11
lerc,11
tensorboardx,11
brian2tools,11
kornia,11
simple_colors,11
icc-rt,11
tbb,11
marshmallow-polyfield,11
more_itertools,11
bids-validator,11
laspy,11
face2face,11
textacy,11
keras-vis,11
Flask-Script,11
fastscript,11
nxviz,11
install,11
gpgraph,11
keepalive,11
flem,11
art,11
opencv-contrib-python-headless,11
shellingham,11
swampy,11
color_matcher,11
petl,11
sos-python,11
mahotas,11
itk-ioscanco,11
m2r,11
bottleneck,11
triangle,11
intake-dcat,11
GEOparse,11
cdshealpix,11
python-coveralls,11
mpcontribs-client,11
os_command_py,11
pydoc-markdown,11
azure-cognitiveservices-vision-face,11
tdqm,11
qiskit.aqua,11
primer3plus,11
jupyter-resource-usage,11
yahoo_fin,11
sesd,11
pcse,11
jina,11
PyQT5,11
scilab_kernel,11
gift-wrapper,11
pymsgbox,11
ipaddr,11
pep517,11
cycontext,11
clinical-sectionizer,11
medspacy,11
neurosynth,11
resipy,11
colour-demosaicing,11
fair,11
entrypoint2,11
mfem,11
pyhtml,11
python-etcd,11
stackstac,11
lale,11
PyContracts,11
ismrmrd,11
vector,11
lolviz,10
mcpi,10
azure-common,10
deprecated,10
pivottablejs,10
Arpeggio,10
pyccel,10
textX,10
tb-nightly,10
shapelyvectorized,10
oasislmf,10
snakeviz,10
Multi-Template-Matching,10
ipydeps,10
visidata,10
atoti,10
pydra,10
coolprop,10
anaconda-client,10
anaconda-navigator,10
jupytextmyst,10
python-awips,10
jupyterlab-quickopen,10
flavio,10
iPython,10
brian2,10
mglearn,10
iso8601,10
Flask-Caching,10
Automat,10
neat-python,10
robotframework-seleniumscreenshots,10
youtube_transcript_api,10
phate,10
tensorboardcolab,10
jupyter_sphinx,10
EMD-signal,10
colorful,10
lief,10
region,10
pip-autoremove,10
ccdproc,10
gdal,10
up42-py,10
haversine,10
vitessce,10
fastkde,10
gpflow,10
mir-eval,10
stravalib,10
flask_restful,10
sweetviz,10
dask-jobqueue,10
python-libcombine,10
simpletransformers,10
fasteners,10
DyMat,10
mido,10
cryptorandom,10
py-spy,10
rectpack,10
itk-spcn,10
numpy_financial,10
pmagpy,10
python-arango,10
arangopipe,10
django-heroku,10
mypy_extensions,10
ics,10
cffi_magic,10
flipper,10
bigger,10
curver,10
cypari,10
scvelo,10
pytokenizations,10
spacy-nightly,10
keras-rcnn,10
keras-resnet,10
numpyro,10
scikit-fem,10
comet_ml,10
elephant,10
odml,10
sphinx-issues,10
periodictable,10
country_converter,10
PyVirtualDisplay,10
pylops,10
openml,10
PyLD,10
flake8-debugger,10
zipfile2,10
pytket~,10
pytket-qiskit~,10
pytket-pyquil~,10
pytket-qsharp~,10
pytket-pyzx~,10
pytket-projectq~,10
pytket-cirq~,10
pytket-honeywell~,10
pytket-aqt~,10
openfermion~,10
manimlib,10
sherpa,10
fluidfft,10
ruamel-yaml-clib,10
napariall,10
ipypm,10
tex,10
msmb_theme,10
nestpy,10
ThrustRTC,10
CURandRTC,10
ipydatetime,10
geostatsmodels,10
snowmicropyn,10
dash_bio,10
ipython~,10
tskit,10
tszip,10
traitlets-pcse,10
clustergram,10
radiant-mlhub,10
frictionless,10
geoplot,10
yaspin,10
nbconvertwebpdf,10
agentpy,10
otter-grader,10
jupyter-native-kernel,10
linkify-it-py,10
nested-lookup,10
QuantLib,10
Levenshtein,10
cv,10
jupyter-server-mathjax,10
carst,10
mrspuff,10
eurocodepy,10
google-trans-new,10
sqlite-fts4,10
scikit-multiflow,9
sagemaker,9
Kqlmagic,9
azure-mgmt-resource,9
azure-storage-blob,9
optlang,9
stix2-patterns,9
category_encoders,9
torchaudio,9
altair-data-server,9
GetDist,9
csvkit,9
backports.csv,9
srtm.py,9
pylas,9
jsmin,9
python-picard,9
anaconda-project,9
conda-verify,9
netifaces,9
imjoy-elfinder,9
sphinx-click,9
tikzplotlib,9
nodeenv,9
flake8-bandit,9
flake8-builtins,9
flake8-comprehensions,9
flake8-docstrings,9
flake8-polyfill,9
flake8-variables-names,9
jinja2-cli,9
pytest-forked,9
dash-canvas,9
PCSE,9
livelossplot,9
igraph,9
docloud,9
ua-parser,9
PyHamcrest,9
pyattck,9
csvwlib,9
jupytercontrib,9
notedown,9
textstat,9
nc-time-axis,9
twilio,9
importlib,9
re,9
jupyter_dashboards,9
wurlitzer,9
soxbindings,9
histoprint,9
pyttsx3,9
parameterized,9
Orange3,9
Orange3-Associate,9
bravado,9
bravado-core,9
swagger-spec-validator,9
altgraph,9
queuelib,9
louvain,9
country-bounding-boxes,9
ipython-autotime,9
pandas-profilingnotebook,9
gdspy,9
geoplotlib,9
backoff,9
pdfrw,9
shortid,9
python-google-places,9
np-utils,9
opencv,9
repoze.lru,9
feautils,9
blessings,9
matflow,9
formable,9
sklearn2,9
tensorflow-tensorboard,9
hdf5storage,9
nlpia,9
pyturtle,9
bitarray-hardbyte,9
pyblake2,9
galgebra,9
iapws,9
linecache2,9
traceback2,9
supy,9
leabra-psyneulink,9
pyld,9
numpy_groupies,9
scikit-image~,9
bump2version,9
sentence-transformers,9
flake8-string-format,9
PyQtChart,9
turicreate,9
webrtcvad,9
textract,9
imgkit,9
tensorflow_datasets,9
PILLOW,9
scikit.datasmooth,9
LinkHeader,9
MyCapytain,9
setuptools-scm,9
matador-db,9
probscale,9
sunpyall,9
pdfplumber,9
imageryclient,9
octave-kernel,9
tensorflow-serving-api,9
deepchem,9
catalyst,9
scrublet,9
frozendict,9
trident,9
marshmallow_polyfield,9
pyntcloud,9
glvis,9
scikit-tda,9
intakedataframe,9
qiime_default_reference,9
fastrelease,9
intake-geopandas,9
radwave,9
jupyterlab-python-file,9
ebm2onnx,9
download,9
url-normalize,9
lab,9
hydromt,9
rapidfuzz,9
tableschema,8
traits,8
azure-core,8
pyngrok,8
pytest-instafail,8
ipython2cwl,8
asteval,8
ipyupload,8
nfstream,8
sphinx-autobuild,8
h2o,8
widget_periodictable,8
astropy~,8
setuptools~,8
ansimarkup,8
failprint,8
flake8-black,8
flake8-tidy-imports,8
git-changelog,8
lunr,8
Pyment,8
python-logging-rabbitmq,8
pytkdocs,8
scispacy,8
GPy,8
scikit-fmm,8
wasserstein,8
json_tricks,8
nb-black,8
nbtutor,8
broadbean,8
motor,8
jovian,8
setproctitle,8
pynwb,8
census,8
lalsuite,8
novainstrumentation,8
nyoka,8
sparse,8
pyepsg,8
boltons,8
vpnotebook,8
camb,8
sgp4,8
contractions,8
typing-inspect,8
pytest-repeat,8
arlunio,8
ipylab,8
countryinfo,8
LFPy,8
cssselect2,8
drawSvg,8
tinycss2,8
strict-rfc3339,8
pysam,8
PyDispatcher,8
torchbiggraph,8
forked-rompy,8
coolname,8
sphinx_autodoc_typehints,8
spatialite,8
plyfile,8
pychord,8
prawcore,8
eztao,8
ordered-set,8
tensorpack,8
googletrans,8
KEGGDecoder,8
ndg-httpsclient,8
beakerx_tabledisplay,8
cv2_plt_imshow,8
pretty-midi,8
bamboolib,8
gpustat,8
hiredis,8
waitress,8
glob3,8
lipd,8
PyDynamic,8
dolo,8
msmtools,8
imbalanced_learn,8
GeoPandas,8
shape,8
shapes,8
geomdl,8
spectrum,8
projectq,8
fpdf,8
python-csv,8
oyaml,8
ipytest,8
carto,8
pyrestcli,8
mindfoundry-optaas-client,8
billiard,8
caproto,8
pynmea2,8
transitions,8
nbsphinx_link,8
fake_useragent,8
gsw,8
tracery,8
m2r2,8
itk-io,8
xvfbwrapper,8
pygis,8
automatminer,8
pymrio,8
py-make,8
tld,8
pyleoclim,8
bokeh-catplot,8
lemma,8
cutecharts,8
xbout,8
gekko,8
carbonplandata,8
styles,8
cotede,8
scikit-hep-testdata,8
neptune-client,8
kodexa,8
easy-entrez,8
data-vault,8
fpl,8
pysimplegui,8
aequitas,8
compile,8
abcpy,8
nb-clean,8
ipyprogressbar,8
enforce,8
segmentation-models-pytorch,8
preprocessor,8
spectacle,8
binarytree,8
exercise2,8
geolinks,8
nanopub,8
fair_research_login,8
mpl-interactions,8
pytorch_dp,8
spacy-langdetect,8
osm2geojson,8
asttokens,8
pure-eval,8
radiant-mlhub~,8
auth0-python,8
mondobrain,8
sidetable,8
lisflood-model,8
unfolded.map-sdk,8
unfolded.data-sdk,8
kernreg,8
pebble,8
txt2tags,8
pyinstrument-cext,8
retina-face,8
python-tsp,8
PhenoGraph,8
cellbrowser,8
hnswlib,8
velocyto,8
tidyspotify,8
pyclustering,7
pysoundfile,7
json,7
adal,7
swiglpk,7
flopy,7
rpyc,7
django-cors-headers,7
vispy,7
sys,7
lazrs,7
pkg-resources,7
spkit,7
phyaat,7
flasgger,7
typhon,7
terminaltables,7
openchemistry,7
opsdroidall,7
v4.3.21,7
cfgv,7
identify,7
jgraph,7
transonic,7
readline,7
isatools,7
betacal,7
keract,7
request,7
jupyterlab-dash,7
Sequential,7
pycbc,7
imagecodecs,7
alibi,7
dynasaur,7
quantities,7
sndfile,7
requests_oauthlib,7
fabric,7
pandas-summary,7
pyabf,7
guppy3,7
ipymonaco,7
quilt3,7
cdflib,7
pyuca,7
cryptocompare,7
robustats,7
pip-chill,7
jupyter-flex,7
area,7
pynmrstar,7
vaex-core,7
proglog,7
humanfriendly,7
pptree,7
colored,7
minisom,7
pyjwt,7
jupyter_sphinx_theme,7
azure-cli-core,7
dash_bootstrap_components,7
sty,7
bson,7
empymod,7
face_recognition,7
dj-database-url,7
python-rtmidi,7
PyKrige,7
aiohttp-cors,7
aioredis,7
opencensus,7
opencensus-context,7
globus-sdk,7
sphinxcontrib-svg2pdfconvertercairosvg,7
cpython,7
zerorpc,7
bctpy,7
htrc-feature-reader,7
pefile,7
prob140,7
larray,7
jupyter-vscode-proxy,7
clarifai,7
instabot,7
geospacepy,7
jupyter-http-over-ws,7
schema,7
sos-javascript,7
pixiedust,7
sciunit,7
amqp,7
celery,7
kombu,7
vine,7
suitcase-tiff,7
odo,7
vtki,7
PVGeo,7
Bokeh,7
partridge,7
d6tflow,7
pystache,7
pygdal,7
lidar,7
plato-draw,7
langid,7
nnfigs,7
osmxtract,7
Flask-Migrate,7
UpSetPlot,7
nmrglue,7
sqlalchemy-utils,7
splot,7
pytket-braket~,7
pytket-qulacs~,7
pybind11~,7
flowclient,7
tftb,7
tensorflow_hub,7
h2,7
hpack,7
hyperframe,7
yahooquery,7
greekwordnet,7
indic-transliteration,7
latinwordnet,7
multiwordnet,7
safer,7
sanskritwordnet,7
tensorflow-gcs-config,7
pytest-needle,7
pytest-base-url,7
pytest-selenium,7
pytest-tornasync,7
illusionist,7
schemdraw,7
tangled_up_in_unicode,7
recordtype,7
pitchplots,7
py7zr,7
country-converter,7
pangaeapy,7
flask-socketio,7
jupytergraffiti,7
ipywidgets-extended~,7
crayons,7
h3,7
pyCompare,7
biosppy,7
zenodo-get,7
update-check,7
xlrd~,7
x3d,7
hklpy,7
devito,7
clustering-geodata-cubes,7
ocrmypdf,7
spheres,7
jswipl,7
grid2viz,7
autoreject,7
abagen,7
brainspace,7
ApiLogicServer,7
itk-boneenhancement,7
itk-bonemorphometry,7
itk-hasi,7
itk-meshtopolydata,7
torchelastic,7
preql-lang,7
manimpango,7
sphinxembeddedvideos,7
PyPortfolioOpt,7
jupyterlab-hide-code,7
hemlock-berlin,7
hemlock-big5,7
hemlock-demographics,7
hemlock-survey,7
qcg-pilotjob,7
pyeddytracker,7
python-language-serverpython,7
ffmaxflow,7
pyroofit,7
PyQtWebEngine-Qt5,7
cgen,7
codepy,7
pyrevolve,7
river,7
jupyter-rsession-proxy,6
msrestazure,6
pyrosm,6
envoy,6
seekpath,6
scikit-gstat,6
qurro,6
jupyter-dashboards,6
mpds_client,6
flask-swagger,6
roman,6
coreapi,6
nestle,6
nikolaextras,6
brewer2mpl,6
anaconda,6
pm4py,6
random2,6
openfisca-france,6
pyvipr,6
python-telegram-bot,6
beniget~,6
pynvim,6
pysocks,6
pygpu,6
energyflowemd,6
ploomber,6
sklearn-evaluation,6
transport_co2,6
scikit-fuzzy,6
deepdiff,6
goodtables,6
whichcraft,6
stanford_theme,6
tf-nightly-2.0-preview,6
nbimporter,6
photovoltaic,6
pyexcel,6
pyexcel-xls,6
ruamel.yaml!,6
applicationinsights,6
intake-esm,6
atoma,6
ConfigSpace,6
zmq,6
sanic,6
sos-matlab,6
pysolar,6
dbfread,6
pylzma,6
vtkplotter,6
gmpy2,6
TPOT,6
tobler,6
python-libsbml,6
idna-ssl,6
pympler,6
lightning-python,6
scikit-video,6
BLADE-Deconvolution,6
streamlit-folium,6
anyconfig,6
python-mnist,6
tika,6
heartpy,6
bioprov,6
dscribe,6
tensorflowjs,6
argcomplete,6
python-magic,6
python-snappy,6
thrift,6
tensorflow~,6
runstats,6
tfkbnufft,6
hc-nlp,6
pyshtools,6
pytest-black,6
seqeval,6
OMPython,6
openmodelica-kernel,6
pyro-api,6
CMake,6
pytest-timeout,6
magenta,6
h5glance,6
pretty_html_table,6
python_louvain,6
tfp-nightly,6
Image,6
colossus,6
phasespace,6
hmmlearn,6
pyjsparser,6
python-gitlab,6
prim,6
sphinx_togglebutton,6
dash-table-experiments,6
itk-splitcomponents,6
symfit,6
codacy-coverage,6
suitcase-jsonl,6
supervisor,6
jupyter_cms,6
dask-glm,6
pronouncing,6
bcolz,6
emcee~,6
cdo,6
clustergrammer,6
pyhasse.acm,6
pyhasse.core,6
sqlitedict,6
pyre-check,6
advertools,6
routingpy,6
richdem,6
pynanomapper,6
pyFRF,6
pyEMA,6
pyidi,6
justext,6
azure-cognitiveservices-vision-customvision,6
altair-saver,6
youtube-transcript-api,6
viresclient,6
pylhe,6
hiplot,6
hstspreload,6
Geopandas,6
seai_deap,6
screen-resolution-extra,6
COAsT,6
swifttools,6
elm_kernel,6
big-fish,6
ml4bio,6
azure-iot-device,6
CVXOPT,6
freeze,6
word2number,6
IMDbPY,6
bcbio-gff,6
basemap,6
MetPy,6
watson-machine-learning-client-V4,6
pydotenv,6
geojsoncontour,6
mezmorize,6
ypstruct,6
tlaplus_jupyter,6
sympy~,6
calliope,6
Cycler,6
genanki,6
pygobject-stubs,6
tess-point,6
dirichletcal,6
stl_tools,6
ecmwf-api-client,6
Seaborn,6
brightwind,6
alpha-vantage,6
finam-export,6
urltools,6
click-datetime,6
normalise,6
Sastrawi,6
tweet-preprocessor,6
pysuerga,6
transportation_tutorials,6
responsibly,6
icecream,6
jupyter_panel_proxy,6
sphinx_book_theme,6
special_functions,6
TiffCapture,6
climlab,6
dtale,6
avogadro,6
pyEOF,6
agnpy,6
uc-micro-py,6
glom,6
segysak,6
humlab-penelope,6
wavespectra,6
huggingface,6
bipartitepandas,6
json-checker,6
similaritymeasures,6
littleballoffur,6
truncate,6
pandora-plugin-libsgm,6
vectorian,6
prolintpy,6
pyproximal,6
lightkurveall,6
climetlab,6
surt,6
jsons,6
typish,6
gatetools,6
sox,6
unicode,6
findpeaks,6
genomics-data-index,6
apscheduler,5
optuna,5
pysftp,5
peewee,5
azure-mgmt-compute,5
azure-mgmt-keyvault,5
azure-mgmt-monitor,5
azure-mgmt-network,5
geoip2,5
facebook-sdk,5
imageio_ffmpeg,5
ansiwrap,5
textwrap3,5
coreschema,5
itypes,5
odfpy,5
PDPbox,5
dash-colorscales,5
onnxmltools,5
js2py,5
pywaffle,5
efficientnet_pytorch,5
keras-spatial,5
afinn,5
twint,5
builtins,5
types,5
pickle,5
dmriprep,5
flask-ngrok,5
penkit,5
neovim,5
crystal_toolkit,5
smelli,5
atlasreader,5
pytables,5
setuptools_scm,5
pyopenms,5
pyjanitor,5
gnuplot_kernel,5
lorem,5
camelot-py,5
Mesa,5
pyexcel-text,5
echarts_united_kingdom_pypkg,5
pyecharts-extras,5
hail,5
rasa,5
user-agents,5
gwpy,5
yara-python,5
sos-xeus-cling,5
read-roi,5
eikon,5
sagemath,5
delver,5
whitenoise,5
sdepy,5
docformatter,5
python-jenkins,5
upsetjs_jupyter_widget,5
tkinter,5
yahoofinancials,5
MiniSom,5
iexfinance,5
scattertext,5
Pillow~,5
spenc,5
bintrees,5
qipype,5
nanslice,5
metar,5
gpdvega,5
pywedge,5
bdshare,5
pandas_ui,5
mwapi,5
mayavi,5
darwin-framework,5
jupyterplot,5
trueskill,5
vaex-hdf5,5
vaex-jupyter,5
version-information,5
kneed,5
appmode~,5
click~,5
spacy-lefff,5
uk-covid19,5
MIDIUtil,5
tomotopy,5
bert-extractive-summarizer,5
polyline,5
dash_table,5
indra,5
pyjnius,5
pygithub,5
pygogo,5
ligo-common,5
cutadapt,5
mrjob,5
rio-color,5
tabula,5
environment_kernels,5
APScheduler,5
ta,5
svgling,5
flatten-json,5
azureml-sdk,5
msal,5
mdf_forge,5
rio-tiler,5
dolang,5
google-cloud,5
neurolib,5
pytictoc,5
dfply,5
seeme,5
hiveplot,5
gsutil,5
yagmail,5
pymzml,5
sphinxcontrib.bibtex,5
gluonts,5
pyrolite,5
codespell,5
pytest-flake8,5
abjad,5
pyfolio,5
bash-kernel,5
censusdata,5
pypums,5
mystic,5
charts,5
pyopengl,5
Flask-SeaSurf,5
IPy,5
spacetrack,5
neo,5
myo-python,5
suitcase-msgpack,5
slackclient,5
ipypivot,5
metaphone,5
dynesty,5
pyRdfa3,5
backports.ssl-match-hostname,5
pygaia,5
simpleneighbors,5
JSAnimation,5
property_cached,5
xskillscore,5
corner~,5
pymorphy2,5
pyhasse.fuzzy,5
pyhasse.lpom,5
pytorch-pretrained-bert,5
poser,5
stmpy,5
au-notebook,5
optimuspyspark,5
Pympler,5
xpressplot,5
Pyomo,5
language-check,5
requests_toolbelt,5
pretrainedmodels,5
pycountry-convert,5
gpt-2-simple,5
spgl1,5
asynciojobs,5
asyncssh,5
apssh,5
rltk,5
sgmllib3k,5
torch~,5
opencv-python~,5
surprise,5
rf,5
imshow,5
cyjupyter,5
display_xml,5
nltk~,5
physt,5
pytest-randomly,5
ipycytoscape,5
pytorch-ignite,5
pipegraph,5
fastpapers,5
fitz,5
ezdxf,5
pynoddy,5
bumpversion,5
dxfgrabber,5
datawrapper,5
pyprojroot,5
pybricks,5
altair-viewer,5
segmentation-models,5
bqplot-image-gl,5
viola,5
azureml-sdkautoml,5
causalgraphicalmodels,5
pyutilib,5
python-binance,5
criticalpath,5
autoviz,5
talos,5
siphon,5
python-sofa,5
faiss-cpu,5
google-cloud-bigquerypandas,5
bert-score,5
showast,5
Networkx,5
EoN,5
reverse_geocoder,5
IPythonDisplayTurtle,5
p_tqdm,5
cplex,5
reframed,5
dotmap,5
jupyter-videochat,5
pyMatchSeries,5
dlisio,5
llc,5
pybob,5
zipline,5
numeral,5
apricot-select,5
schrutepy,5
guessit,5
imdbparser,5
imdb-cli-tool,5
pyswip,5
geoip2nation,5
msprime,5
pymannkendall,5
omero-cli-zarr,5
graphene,5
addict,5
pynufft,5
pattern,5
wordnet,5
gviz-api,5
ptemcee,5
radvel,5
tsp_solver2,5
pandora,5
cognite-sdk,5
epydemic,5
epyc,5
deepdow,5
odp-sdk,5
bomwater,5
modkit,5
pipda,5
ezyrb,5
giotto-tda,5
pykrev,5
LiPD,5
timesmash,5
google-crc32c,5
proto-plus,5
sphinxcontrib_github_alt,5
pytket,5
pytket-cirq,5
pytket-honeywell,5
pytket-projectq,5
pytket-pyquil,5
pytket-qiskit,5
pytket-qsharp,5
pytket-qulacs,5
pyhfcontrib,5
geostatspy,5
milad,5
manim,5
annexremote,5
pysubs2,5
hydromt_wflow,5
jupyterlab-lsp,5
jupyter-bookpdflatex,5
python-pysap,5
jupyter-cadquery,5
cadquery-massembly~,5
courlan,5
datasette-render-images,5
fuzzysearch,5
Genshi,5
htmldate,5
jusText,5
ndjson,5
newick,5
readability-lxml,5
trafilatura,5
construct,5
libnacl,5
kglab,5
qiskit-nature,5
geometric,5
pyberny,5
causalicp,5
xclim,5
ufit,4
pyts,4
weasyprint,4
edward,4
ipythonall,4
azure-identity,4
azure-mgmt-subscription,4
depinfo,4
python-libsbml-experimental,4
mailbox,4
simplekml,4
yahoo-fin,4
brainflow,4
attackcti,4
google-images-download,4
pixiedust_node,4
tensorflow_addons,4
plotly.graph_objects,4
cbayes,4
fenics,4
svist4get,4
world_trade_data,4
colorspacious,4
docx2txt,4
warnings,4
matplotlib.pyplot,4
probfit,4
git,4
JPype1,4
pyarts,4
pyaudio,4
vapory,4
sporco,4
astroquery~,4
beautifulsoup4~,4
arxivcheck,4
bibcure,4
doi2bib,4
pubmed-lookup,4
pyham,4
title2bib,4
hdf5,4
pscript,4
sqlite,4
secretstorage,4
fortran-magic,4
pyprind,4
requests-futures,4
rcsbsearch,4
PyVISA,4
psrecord,4
CherryPy,4
autodoc,4
PyWavelets~,4
pyaml,4
dateutils,4
