imports,buldingtime,installtime,created,started,finished,import.start,import.stop,run1.created,run1.started,run1.finished,run1.import.start,run1.import.stop,run1.installtime,run2.created,run2.started,run2.finished,run2.import.start,run2.import.stop,run2.installtime,run3.created,run3.started,run3.finished,run3.import.start,run3.import.stop,run3.installtime,run4.created,run4.started,run4.finished,run4.import.start,run4.import.stop,run4.installtime,run5.created,run5.started,run5.finished,run5.import.start,run5.import.stop,run5.installtime
argparse;copy;datetime;funcx;itertools;json;matplotlib;numpy;os;pathlib;shutil;sys;threading;typing,0,29.4044117927551,2024-05-08T04:48:26.961194883Z,2024-05-08T04:48:27.259358707Z,2024-05-08T04:48:58.655503975Z,2024-05-08T04:48:56.967013634Z,2024-05-08T04:48:57.551175608Z,2024-05-08T04:48:59.239710776Z,2024-05-08T04:48:59.457334614Z,2024-05-08T04:49:29.461137584Z,2024-05-08T04:49:27.792704080Z,2024-05-08T04:49:28.372621525Z,27.9793093204498,2024-05-08T04:49:30.20251914Z,2024-05-08T04:49:30.444694046Z,2024-05-08T04:50:00.057045997Z,2024-05-08T04:49:58.473235816Z,2024-05-08T04:49:58.941184938Z,27.6195826530457,2024-05-08T04:50:01.075186153Z,2024-05-08T04:50:01.288618948Z,2024-05-08T04:50:31.310081126Z,2024-05-08T04:50:29.629627239Z,2024-05-08T04:50:30.189600045Z,27.9724304676056,2024-05-08T04:50:32.380855968Z,2024-05-08T04:50:32.640935871Z,2024-05-08T04:51:03.048450139Z,2024-05-08T04:51:01.379704699Z,2024-05-08T04:51:01.936190237Z,28.3234133720398,2024-05-08T04:51:03.791113824Z,2024-05-08T04:51:04.096643663Z,2024-05-08T04:51:33.200269955Z,2024-05-08T04:51:31.528961039Z,2024-05-08T04:51:32.113784323Z,27.0594658851624
argparse;copy;funcx;itertools;json;matplotlib;numpy;os;pathlib;shutil;sys;threading;typing,0,26.8468823432922,2024-05-08T04:51:36.322033665Z,2024-05-08T04:51:36.599968808Z,2024-05-08T04:52:05.528608363Z,2024-05-08T04:52:03.841389084Z,2024-05-08T04:52:04.423275055Z,2024-05-08T04:52:06.761820537Z,2024-05-08T04:52:06.991462269Z,2024-05-08T04:52:34.85558197Z,2024-05-08T04:52:33.140036385Z,2024-05-08T04:52:33.768181036Z,25.8669955730438,2024-05-08T04:52:35.908793843Z,2024-05-08T04:52:36.144746337Z,2024-05-08T04:53:03.53827499Z,2024-05-08T04:53:01.808126046Z,2024-05-08T04:53:02.428509442Z,25.3106408119202,2024-05-08T04:53:04.1040719Z,2024-05-08T04:53:04.318367901Z,2024-05-08T04:53:31.57394519Z,2024-05-08T04:53:29.881064043Z,2024-05-08T04:53:30.450938218Z,25.2131812572479,2024-05-08T04:53:32.659786711Z,2024-05-08T04:53:32.916770436Z,2024-05-08T04:53:59.57028209Z,2024-05-08T04:53:57.982059514Z,2024-05-08T04:53:58.489801881Z,24.5323989391327,2024-05-08T04:54:00.088510241Z,2024-05-08T04:54:00.30454108Z,2024-05-08T04:54:27.869731443Z,2024-05-08T04:54:26.150608497Z,2024-05-08T04:54:26.779564157Z,25.4964966773987
argparse;sys,0,3.06237196922302,2024-05-08T04:54:30.43745478Z,2024-05-08T04:54:30.75029215Z,2024-05-08T04:54:35.240358398Z,2024-05-08T04:54:34.216780616Z,2024-05-08T04:54:34.229912307Z,2024-05-08T04:54:35.611391667Z,2024-05-08T04:54:35.865451717Z,2024-05-08T04:54:39.891782418Z,2024-05-08T04:54:38.870243013Z,2024-05-08T04:54:38.882552249Z,2.67057704925537,2024-05-08T04:54:40.314441882Z,2024-05-08T04:54:40.57101402Z,2024-05-08T04:54:43.865536052Z,2024-05-08T04:54:42.844591733Z,2024-05-08T04:54:42.856517025Z,2.01902151107788,2024-05-08T04:54:44.280669855Z,2024-05-08T04:54:44.565327044Z,2024-05-08T04:54:48.095084311Z,2024-05-08T04:54:47.072877905Z,2024-05-08T04:54:47.085086131Z,2.24408602714539,2024-05-08T04:54:48.495816952Z,2024-05-08T04:54:48.700983949Z,2024-05-08T04:54:52.584679694Z,2024-05-08T04:54:51.565107185Z,2024-05-08T04:54:51.576969144Z,2.54790186882019,2024-05-08T04:54:52.967249679Z,2024-05-08T04:54:53.162255414Z,2024-05-08T04:54:57.138050125Z,2024-05-08T04:54:56.115815363Z,2024-05-08T04:54:56.127905201Z,2.65432953834534
CLEAN,0,3.13170170783997,2024-05-08T04:54:59.263139382Z,2024-05-08T04:54:59.550637574Z,2024-05-08T04:55:03.968596462Z,2024-05-08T04:55:02.961218435Z,2024-05-08T04:55:02.961781088Z,2024-05-08T04:55:04.415699419Z,2024-05-08T04:55:04.667055613Z,2024-05-08T04:55:08.056438572Z,2024-05-08T04:55:07.049088728Z,2024-05-08T04:55:07.049357809Z,2.16663432121277,2024-05-08T04:55:08.479528673Z,2024-05-08T04:55:08.692848879Z,2024-05-08T04:55:12.537020917Z,2024-05-08T04:55:11.527835224Z,2024-05-08T04:55:11.528207683Z,2.5513608455658,2024-05-08T04:55:12.911001153Z,2024-05-08T04:55:13.13884364Z,2024-05-08T04:55:17.008991968Z,2024-05-08T04:55:15.999821967Z,2024-05-08T04:55:16.000088426Z,2.6372377872467,2024-05-08T04:55:17.426773195Z,2024-05-08T04:55:17.745319801Z,2024-05-08T04:55:21.278088958Z,2024-05-08T04:55:20.269564778Z,2024-05-08T04:55:20.269810728Z,2.2821249961853,2024-05-08T04:55:21.721700379Z,2024-05-08T04:55:21.941056276Z,2024-05-08T04:55:25.376740303Z,2024-05-08T04:55:24.368444917Z,2024-05-08T04:55:24.368777798Z,2.1337354183197
CLEAN;os,0,3.34298872947693,2024-05-08T04:55:27.584585931Z,2024-05-08T04:55:27.877733306Z,2024-05-08T04:55:32.507179597Z,2024-05-08T04:55:31.497901397Z,2024-05-08T04:55:31.498403934Z,2024-05-08T04:55:32.894627375Z,2024-05-08T04:55:33.129093081Z,2024-05-08T04:55:36.769566922Z,2024-05-08T04:55:35.760954920Z,2024-05-08T04:55:35.761187532Z,2.37100386619568,2024-05-08T04:55:37.188213354Z,2024-05-08T04:55:37.444816659Z,2024-05-08T04:55:40.805142568Z,2024-05-08T04:55:39.796673511Z,2024-05-08T04:55:39.796895225Z,2.11870932579041,2024-05-08T04:55:41.215021126Z,2024-05-08T04:55:41.447261263Z,2024-05-08T04:55:45.201869608Z,2024-05-08T04:55:44.193620018Z,2024-05-08T04:55:44.193877573Z,2.40430808067322,2024-05-08T04:55:45.65883472Z,2024-05-08T04:55:45.925354683Z,2024-05-08T04:55:49.440488059Z,2024-05-08T04:55:48.431605367Z,2024-05-08T04:55:48.431892333Z,2.28935551643372,2024-05-08T04:55:49.847081483Z,2024-05-08T04:55:50.09152318Z,2024-05-08T04:55:53.882916426Z,2024-05-08T04:55:52.873822363Z,2024-05-08T04:55:52.874151127Z,2.45498514175415
CLEAN;os;pandas,0,14.5187420845032,2024-05-08T04:55:55.988920984Z,2024-05-08T04:55:56.237650625Z,2024-05-08T04:56:12.579940078Z,2024-05-08T04:56:11.045435467Z,2024-05-08T04:56:11.510384189Z,2024-05-08T04:56:13.745439372Z,2024-05-08T04:56:13.987429151Z,2024-05-08T04:56:29.57933462Z,2024-05-08T04:56:28.081368318Z,2024-05-08T04:56:28.477151808Z,13.8090925216675,2024-05-08T04:56:30.71511164Z,2024-05-08T04:56:30.948898484Z,2024-05-08T04:56:45.907798352Z,2024-05-08T04:56:44.371655445Z,2024-05-08T04:56:44.821067724Z,13.1410672664642,2024-05-08T04:56:46.959745802Z,2024-05-08T04:56:47.170684161Z,2024-05-08T04:57:02.183408582Z,2024-05-08T04:57:00.699159674Z,2024-05-08T04:57:01.113182716Z,13.2381131649017,2024-05-08T04:57:03.248508791Z,2024-05-08T04:57:03.476764559Z,2024-05-08T04:57:19.069003565Z,2024-05-08T04:57:17.452737315Z,2024-05-08T04:57:17.967791359Z,13.6930153369904,2024-05-08T04:57:20.086310382Z,2024-05-08T04:57:20.329555975Z,2024-05-08T04:57:35.57907464Z,2024-05-08T04:57:34.088433742Z,2024-05-08T04:57:34.513598071Z,13.4792129993439
collections;dataset;imblearn;numpy;os;pandas;sklearn;sys;torch,0,2.62687593698502,2024-05-08T04:57:38.477118747Z,2024-05-08T04:57:38.806412493Z,2024-05-08T05:00:21.642596625Z,2024-05-08T05:00:17.192800219Z,2024-05-08T05:00:20.072809073Z,2024-05-08T05:00:29.027377815Z,2024-05-08T05:00:29.309164198Z,2024-05-08T05:03:13.310475085Z,2024-05-08T05:03:08.873966831Z,2024-05-08T05:03:11.787539010Z,2.64525133768717,2024-05-08T05:03:20.657993332Z,2024-05-08T05:03:20.952483079Z,2024-05-08T05:06:04.799216251Z,2024-05-08T05:06:00.083042653Z,2024-05-08T05:06:03.213657415Z,2.63760892550151,2024-05-08T05:06:11.960451391Z,2024-05-08T05:06:12.208704916Z,2024-05-08T05:08:53.035436218Z,2024-05-08T05:08:48.488670769Z,2024-05-08T05:08:51.478970570Z,2.59327808618546,2024-05-08T05:09:00.282064648Z,2024-05-08T05:09:00.530294098Z,2024-05-08T05:11:43.654554485Z,2024-05-08T05:11:39.264492877Z,2024-05-08T05:11:42.151664057Z,2.63303370078405,2024-05-08T05:11:51.136903088Z,2024-05-08T05:11:51.4319183Z,2024-05-08T05:14:36.131835736Z,2024-05-08T05:14:31.620460738Z,2024-05-08T05:14:34.577563374Z,2.65704051653544
collections;dataset;numpy;os;pandas;sklearn;sys;torch,0,2.60065390666326,2024-05-08T05:14:45.975314684Z,2024-05-08T05:14:46.307425671Z,2024-05-08T05:17:27.064298707Z,2024-05-08T05:17:23.030093970Z,2024-05-08T05:17:25.646752006Z,2024-05-08T05:17:34.434024708Z,2024-05-08T05:17:34.720749511Z,2024-05-08T05:20:16.937234432Z,2024-05-08T05:20:12.650919691Z,2024-05-08T05:20:15.521015897Z,2.61999118725459,2024-05-08T05:20:24.143679644Z,2024-05-08T05:20:24.447273154Z,2024-05-08T05:23:07.961680129Z,2024-05-08T05:23:03.397607024Z,2024-05-08T05:23:06.442716276Z,2.63603380918503,2024-05-08T05:23:15.800353358Z,2024-05-08T05:23:16.084726688Z,2024-05-08T05:25:58.337847147Z,2024-05-08T05:25:54.224462696Z,2024-05-08T05:25:56.833692854Z,2.62442979812622,2024-05-08T05:26:05.783208983Z,2024-05-08T05:26:06.070464951Z,2024-05-08T05:28:49.837498565Z,2024-05-08T05:28:45.541054174Z,2024-05-08T05:28:48.321684727Z,2.64536327123642,2024-05-08T05:28:56.901564915Z,2024-05-08T05:28:57.236959185Z,2024-05-08T05:31:40.693491791Z,2024-05-08T05:31:36.585652922Z,2024-05-08T05:31:39.268565293Z,2.6423082947731
collections;importlib;os;sys;torch,0,2.16459599335988,2024-05-08T05:31:50.833593698Z,2024-05-08T05:31:51.131352773Z,2024-05-08T05:34:04.476096169Z,2024-05-08T05:34:01.686905871Z,2024-05-08T05:34:03.125310875Z,2024-05-08T05:34:11.80251092Z,2024-05-08T05:34:12.077525177Z,2024-05-08T05:36:26.543009958Z,2024-05-08T05:36:23.569273921Z,2024-05-08T05:36:25.292195239Z,2.17850416501363,2024-05-08T05:36:33.26650438Z,2024-05-08T05:36:33.521154952Z,2024-05-08T05:38:46.085177615Z,2024-05-08T05:38:42.865787133Z,2024-05-08T05:38:44.738402128Z,2.14062006473541,2024-05-08T05:38:53.030106454Z,2024-05-08T05:38:53.304398679Z,2024-05-08T05:41:05.975555803Z,2024-05-08T05:41:02.642094907Z,2024-05-08T05:41:04.623731271Z,2.14221882422765,2024-05-08T05:41:12.962433088Z,2024-05-08T05:41:13.265054481Z,2024-05-08T05:43:29.172368359Z,2024-05-08T05:43:26.173503326Z,2024-05-08T05:43:27.914072371Z,2.20429977575938,2024-05-08T05:43:36.463872802Z,2024-05-08T05:43:36.748820687Z,2024-05-08T05:45:49.377532963Z,2024-05-08T05:45:46.215891124Z,2024-05-08T05:45:48.031979419Z,2.14627685546875
collections;importlib;os;torch,0,2.17317651510239,2024-05-08T05:45:58.606471005Z,2024-05-08T05:45:58.920793335Z,2024-05-08T05:48:13.359294897Z,2024-05-08T05:48:10.158674236Z,2024-05-08T05:48:12.057103180Z,2024-05-08T05:48:20.607475287Z,2024-05-08T05:48:20.865403618Z,2024-05-08T05:50:33.885618685Z,2024-05-08T05:50:31.141614922Z,2024-05-08T05:50:32.584500920Z,2.16037805477778,2024-05-08T05:50:41.307749109Z,2024-05-08T05:50:41.575476193Z,2024-05-08T05:52:52.2808885Z,2024-05-08T05:52:49.191240790Z,2024-05-08T05:52:50.973988192Z,2.11378971735636,2024-05-08T05:52:59.255525886Z,2024-05-08T05:52:59.488447933Z,2024-05-08T05:55:14.005171631Z,2024-05-08T05:55:11.035678978Z,2024-05-08T05:55:12.654933095Z,2.17968417803446,2024-05-08T05:55:21.13367912Z,2024-05-08T05:55:21.393588049Z,2024-05-08T05:57:32.999688844Z,2024-05-08T05:57:30.284562559Z,2024-05-08T05:57:31.705691876Z,2.13717376391093,2024-05-08T05:57:40.213615111Z,2024-05-08T05:57:40.48603302Z,2024-05-08T05:59:53.42822154Z,2024-05-08T05:59:50.395869379Z,2024-05-08T05:59:52.109825017Z,2.15229556163152
